role,tier,champion,opponent,winrate
mid,master_plus,Mel,Akali,54.0
mid,master_plus,Mel,Aurora,38.24
mid,master_plus,Mel,Fizz,38.71
mid,master_plus,Mel,Galio,50.0
mid,master_plus,Mel,Hwei,44.23
mid,master_plus,Mel,Katarina,47.06
mid,master_plus,Mel,LeBlanc,55.81
mid,master_plus,Mel,Morgana,43.9
mid,master_plus,Mel,Orianna,56.34
mid,master_plus,Mel,Others,50.0
mid,master_plus,Mel,Ryze,46.88
mid,master_plus,Mel,Sylas,51.16
mid,master_plus,Mel,Syndra,39.62
mid,master_plus,Mel,Taliyah,43.59
mid,master_plus,Mel,Twisted Fate,48.0
mid,master_plus,Mel,Viktor,53.7
mid,master_plus,Mel,Xerath,34.38
mid,master_plus,Mel,Yasuo,40.0
mid,master_plus,Mel,Yone,57.89
mid,master_plus,Mel,Zoe,48.53
mid,master_plus,Morgana,Ahri,64.86
mid,master_plus,Morgana,Akali,43.24
mid,master_plus,Morgana,Hwei,58.33
mid,master_plus,Morgana,LeBlanc,69.05
mid,master_plus,Morgana,Mel,53.85
mid,master_plus,Morgana,Orianna,56.86
mid,master_plus,Morgana,Others,50.0
mid,master_plus,Morgana,Ryze,51.52
mid,master_plus,Morgana,Syndra,49.18
mid,master_plus,Morgana,Twisted Fate,52.27
mid,master_plus,Morgana,Yasuo,55.88
mid,master_plus,Morgana,Zoe,50.0
mid,master_plus,Naafiri,Orianna,62.79
mid,master_plus,Naafiri,Others,50.0
mid,master_plus,Neeko,Others,50.0
mid,master_plus,Orianna,Ahri,53.68
mid,master_plus,Orianna,Akali,45.21
mid,master_plus,Orianna,Akshan,49.41
mid,master_plus,Orianna,Anivia,50.91
mid,master_plus,Orianna,Aurelion Sol,45.71
mid,master_plus,Orianna,Aurora,54.07
mid,master_plus,Orianna,Azir,52.38
mid,master_plus,Orianna,Corki,61.76
mid,master_plus,Orianna,Diana,46.88
mid,master_plus,Orianna,Ekko,43.48
mid,master_plus,Orianna,Fizz,47.06
mid,master_plus,Orianna,Galio,47.02
mid,master_plus,Orianna,Hwei,44.44
mid,master_plus,Orianna,Irelia,58.62
mid,master_plus,Orianna,Jayce,51.11
mid,master_plus,Orianna,Kassadin,49.21
mid,master_plus,Orianna,Katarina,54.7
mid,master_plus,Orianna,LeBlanc,44.88
mid,master_plus,Orianna,Lux,35.56
mid,master_plus,Orianna,Malzahar,50.94
mid,master_plus,Orianna,Mel,41.18
mid,master_plus,Orianna,Morgana,43.14
mid,master_plus,Orianna,Naafiri,35.71
mid,master_plus,Orianna,Others,50.0
mid,master_plus,Orianna,Qiyana,45.76
mid,master_plus,Orianna,Ryze,53.09
mid,master_plus,Orianna,Sylas,52.97
mid,master_plus,Orianna,Syndra,47.6
mid,master_plus,Orianna,Taliyah,55.17
mid,master_plus,Orianna,Talon,39.22
mid,master_plus,Orianna,Twisted Fate,52.89
mid,master_plus,Orianna,Veigar,61.76
mid,master_plus,Orianna,Vex,33.33
mid,master_plus,Orianna,Viktor,57.89
mid,master_plus,Orianna,Vladimir,54.1
mid,master_plus,Orianna,Xerath,40.24
mid,master_plus,Orianna,Yasuo,42.31
mid,master_plus,Orianna,Yone,52.17
mid,master_plus,Orianna,Zed,53.16
mid,master_plus,Orianna,Zoe,43.38
mid,master_plus,Pantheon,Others,50.0
mid,master_plus,Qiyana,Ahri,59.38
mid,master_plus,Qiyana,Akali,62.16
mid,master_plus,Qiyana,Aurora,61.29
mid,master_plus,Qiyana,Diana,46.67
mid,master_plus,Qiyana,Katarina,53.33
mid,master_plus,Qiyana,Orianna,53.23
mid,master_plus,Qiyana,Others,50.0
mid,master_plus,Qiyana,Ryze,58.14
mid,master_plus,Qiyana,Sylas,44.68
mid,master_plus,Qiyana,Syndra,52.0
mid,master_plus,Qiyana,Yasuo,63.83
mid,master_plus,Qiyana,Zoe,56.67
mid,master_plus,Quinn,Others,50.0
mid,master_plus,Ryze,Ahri,58.49
mid,master_plus,Ryze,Akali,47.06
mid,master_plus,Ryze,Akshan,48.39
mid,master_plus,Ryze,Anivia,58.06
mid,master_plus,Ryze,Aurora,53.97
mid,master_plus,Ryze,Azir,54.84
mid,master_plus,Ryze,Cassiopeia,41.94
mid,master_plus,Ryze,Ekko,37.5
mid,master_plus,Ryze,Fizz,45.45
mid,master_plus,Ryze,Galio,39.47
mid,master_plus,Ryze,Hwei,50.0
mid,master_plus,Ryze,Jayce,57.58
mid,master_plus,Ryze,Kassadin,45.45
mid,master_plus,Ryze,Katarina,60.0
mid,master_plus,Ryze,Kayle,55.88
mid,master_plus,Ryze,LeBlanc,56.36
mid,master_plus,Ryze,Mel,54.84
mid,master_plus,Ryze,Morgana,48.48
mid,master_plus,Ryze,Orianna,46.91
mid,master_plus,Ryze,Others,50.0
mid,master_plus,Ryze,Qiyana,41.86
mid,master_plus,Ryze,Sylas,49.02
mid,master_plus,Ryze,Syndra,44.44
mid,master_plus,Ryze,Taliyah,50.0
mid,master_plus,Ryze,Twisted Fate,51.39
mid,master_plus,Ryze,Veigar,60.0
mid,master_plus,Ryze,Viktor,59.32
mid,master_plus,Ryze,Vladimir,63.64
mid,master_plus,Ryze,Xerath,60.0
mid,master_plus,Ryze,Yasuo,37.5
mid,master_plus,Ryze,Yone,53.33
mid,master_plus,Ryze,Zed,42.62
mid,master_plus,Ryze,Zoe,47.73
mid,master_plus,Sion,Others,50.0
mid,master_plus,Smolder,Malzahar,51.16
mid,master_plus,Smolder,Others,50.0
mid,master_plus,Swain,Others,50.0
mid,master_plus,Sylas,Ahri,57.94
mid,master_plus,Sylas,Akali,40.0
mid,master_plus,Sylas,Anivia,58.06
mid,master_plus,Sylas,Aurora,56.72
mid,master_plus,Sylas,Azir,56.67
mid,master_plus,Sylas,Cassiopeia,32.56
mid,master_plus,Sylas,Diana,47.62
mid,master_plus,Sylas,Ekko,50.0
mid,master_plus,Sylas,Fizz,48.65
mid,master_plus,Sylas,Galio,58.62
mid,master_plus,Sylas,Hwei,39.66
mid,master_plus,Sylas,Kassadin,55.0
mid,master_plus,Sylas,Katarina,48.28
mid,master_plus,Sylas,LeBlanc,44.64
mid,master_plus,Sylas,Lissandra,60.0
mid,master_plus,Sylas,Mel,48.84
mid,master_plus,Sylas,Orianna,47.03
mid,master_plus,Sylas,Others,50.0
mid,master_plus,Sylas,Qiyana,56.52
mid,master_plus,Sylas,Ryze,50.98
mid,master_plus,Sylas,Syndra,47.89
mid,master_plus,Sylas,Taliyah,54.32
mid,master_plus,Sylas,Twisted Fate,54.46
mid,master_plus,Sylas,Vex,37.14
mid,master_plus,Sylas,Viktor,57.14
mid,master_plus,Sylas,Vladimir,39.58
mid,master_plus,Sylas,Yasuo,48.35
mid,master_plus,Sylas,Yone,50.75
mid,master_plus,Sylas,Zed,64.29
mid,master_plus,Sylas,Zoe,37.04
mid,master_plus,Syndra,Ahri,49.41
mid,master_plus,Syndra,Akali,53.76
mid,master_plus,Syndra,Akshan,44.74
mid,master_plus,Syndra,Anivia,60.61
mid,master_plus,Syndra,Aurora,57.69
mid,master_plus,Syndra,Azir,58.82
mid,master_plus,Syndra,Cassiopeia,41.94
mid,master_plus,Syndra,Diana,44.74
mid,master_plus,Syndra,Ekko,55.1
mid,master_plus,Syndra,Fizz,34.62
mid,master_plus,Syndra,Galio,50.77
mid,master_plus,Syndra,Hwei,56.7
mid,master_plus,Syndra,Kassadin,44.07
mid,master_plus,Syndra,Katarina,47.95
mid,master_plus,Syndra,Kayle,53.19
mid,master_plus,Syndra,LeBlanc,52.53
mid,master_plus,Syndra,Lux,45.45
mid,master_plus,Syndra,Mel,59.62
mid,master_plus,Syndra,Morgana,50.82
mid,master_plus,Syndra,Orianna,52.4
mid,master_plus,Syndra,Others,50.0
mid,master_plus,Syndra,Qiyana,48.0
mid,master_plus,Syndra,Ryze,55.56
mid,master_plus,Syndra,Sylas,52.11
mid,master_plus,Syndra,Taliyah,64.86
mid,master_plus,Syndra,Twisted Fate,44.44
mid,master_plus,Syndra,Viktor,59.26
mid,master_plus,Syndra,Vladimir,59.09
mid,master_plus,Syndra,Xerath,54.24
mid,master_plus,Syndra,Yasuo,47.73
mid,master_plus,Syndra,Yone,57.81
mid,master_plus,Syndra,Zed,47.62
mid,master_plus,Syndra,Zoe,38.37
mid,master_plus,Taliyah,Ahri,44.62
mid,master_plus,Taliyah,Akali,54.55
mid,master_plus,Taliyah,Akshan,54.29
mid,master_plus,Taliyah,Aurora,57.81
mid,master_plus,Taliyah,Azir,52.78
mid,master_plus,Taliyah,Galio,59.57
mid,master_plus,Taliyah,Hwei,44.64
mid,master_plus,Taliyah,Katarina,44.44
mid,master_plus,Taliyah,LeBlanc,52.0
mid,master_plus,Taliyah,Mel,56.41
mid,master_plus,Taliyah,Orianna,44.83
mid,master_plus,Taliyah,Others,50.0
mid,master_plus,Taliyah,Ryze,50.0
mid,master_plus,Taliyah,Sylas,45.68
mid,master_plus,Taliyah,Syndra,35.14
mid,master_plus,Taliyah,Twisted Fate,44.44
mid,master_plus,Taliyah,Viktor,54.55
mid,master_plus,Taliyah,Xerath,53.33
mid,master_plus,Taliyah,Yasuo,57.69
mid,master_plus,Taliyah,Yone,50.0
mid,master_plus,Taliyah,Zed,45.16
mid,master_plus,Taliyah,Zoe,37.5
mid,master_plus,Talon,Akali,48.57
mid,master_plus,Talon,Katarina,41.94
mid,master_plus,Talon,Orianna,60.78
mid,master_plus,Talon,Others,50.0
mid,master_plus,Talon,Twisted Fate,46.67
mid,master_plus,Tristana,Others,50.0
mid,master_plus,Twisted Fate,Ahri,48.08
mid,master_plus,Twisted Fate,Akali,59.38
mid,master_plus,Twisted Fate,Galio,50.0
mid,master_plus,Twisted Fate,Hwei,41.67
mid,master_plus,Twisted Fate,Katarina,51.92
mid,master_plus,Twisted Fate,LeBlanc,45.45
mid,master_plus,Twisted Fate,Mel,52.0
mid,master_plus,Twisted Fate,Morgana,47.73
mid,master_plus,Twisted Fate,Orianna,47.11
mid,master_plus,Twisted Fate,Others,50.0
mid,master_plus,Twisted Fate,Ryze,48.61
mid,master_plus,Twisted Fate,Sylas,45.54
mid,master_plus,Twisted Fate,Syndra,55.56
mid,master_plus,Twisted Fate,Taliyah,55.56
mid,master_plus,Twisted Fate,Talon,53.33
mid,master_plus,Twisted Fate,Yasuo,47.22
mid,master_plus,Twisted Fate,Yone,48.72
mid,master_plus,Twisted Fate,Zed,42.86
mid,master_plus,Twisted Fate,Zoe,61.22
mid,master_plus,Veigar,Ahri,51.52
mid,master_plus,Veigar,Orianna,38.24
mid,master_plus,Veigar,Others,50.0
mid,master_plus,Veigar,Ryze,38.89
mid,master_plus,Vel'Koz,Others,50.0
mid,master_plus,Vex,Katarina,48.65
mid,master_plus,Vex,LeBlanc,60.53
mid,master_plus,Vex,Orianna,65.71
mid,master_plus,Vex,Others,50.0
mid,master_plus,Vex,Sylas,62.86
mid,master_plus,Vex,Yasuo,67.8
mid,master_plus,Vex,Yone,58.06
mid,master_plus,Viktor,Akali,44.0
mid,master_plus,Viktor,Akshan,51.61
mid,master_plus,Viktor,Aurora,52.38
mid,master_plus,Viktor,Galio,41.67
mid,master_plus,Viktor,Hwei,43.55
mid,master_plus,Viktor,Katarina,53.66
mid,master_plus,Viktor,LeBlanc,52.0
mid,master_plus,Viktor,Malzahar,60.0
mid,master_plus,Viktor,Mel,47.17
mid,master_plus,Viktor,Orianna,42.11
mid,master_plus,Viktor,Others,50.0
mid,master_plus,Viktor,Ryze,40.68
mid,master_plus,Viktor,Sylas,42.86
mid,master_plus,Viktor,Syndra,40.74
mid,master_plus,Viktor,Taliyah,45.45
mid,master_plus,Viktor,Xerath,51.28
mid,master_plus,Viktor,Yasuo,42.5
mid,master_plus,Viktor,Yone,45.45
mid,master_plus,Viktor,Zoe,50.0
mid,master_plus,Vladimir,Ahri,54.29
mid,master_plus,Vladimir,Akali,29.73
mid,master_plus,Vladimir,Hwei,44.44
mid,master_plus,Vladimir,Katarina,49.02
mid,master_plus,Vladimir,LeBlanc,47.92
mid,master_plus,Vladimir,Malzahar,54.29
mid,master_plus,Vladimir,Orianna,45.9
mid,master_plus,Vladimir,Others,50.0
mid,master_plus,Vladimir,Ryze,36.36
mid,master_plus,Vladimir,Sylas,60.42
mid,master_plus,Vladimir,Syndra,40.91
mid,master_plus,Vladimir,Yasuo,50.79
mid,master_plus,Vladimir,Yone,46.34
mid,master_plus,Vladimir,Zed,46.15
mid,master_plus,Vladimir,Zoe,33.33
mid,master_plus,Xerath,Ahri,56.67
mid,master_plus,Xerath,Galio,56.67
mid,master_plus,Xerath,Hwei,54.0
mid,master_plus,Xerath,Katarina,36.84
mid,master_plus,Xerath,Mel,65.63
mid,master_plus,Xerath,Orianna,60.0
mid,master_plus,Xerath,Others,50.0
mid,master_plus,Xerath,Ryze,40.0
mid,master_plus,Xerath,Syndra,45.76
mid,master_plus,Xerath,Taliyah,45.16
mid,master_plus,Xerath,Viktor,48.72
mid,master_plus,Xerath,Zoe,55.88
mid,master_plus,Yasuo,Ahri,39.68
mid,master_plus,Yasuo,Akali,49.45
mid,master_plus,Yasuo,Aurora,64.0
mid,master_plus,Yasuo,Azir,55.26
mid,master_plus,Yasuo,Galio,65.96
mid,master_plus,Yasuo,Hwei,55.36
mid,master_plus,Yasuo,Kassadin,46.0
mid,master_plus,Yasuo,Katarina,50.0
mid,master_plus,Yasuo,LeBlanc,51.92
mid,master_plus,Yasuo,Lissandra,57.78
mid,master_plus,Yasuo,Lux,40.0
mid,master_plus,Yasuo,Malzahar,51.52
mid,master_plus,Yasuo,Mel,58.82
mid,master_plus,Yasuo,Morgana,44.12
mid,master_plus,Yasuo,Orianna,57.69
mid,master_plus,Yasuo,Others,50.0
mid,master_plus,Yasuo,Qiyana,36.17
mid,master_plus,Yasuo,Ryze,62.5
mid,master_plus,Yasuo,Sylas,51.65
mid,master_plus,Yasuo,Syndra,52.27
mid,master_plus,Yasuo,Taliyah,42.31
mid,master_plus,Yasuo,Twisted Fate,52.78
mid,master_plus,Yasuo,Vex,32.2
mid,master_plus,Yasuo,Viktor,57.5
mid,master_plus,Yasuo,Vladimir,49.21
mid,master_plus,Yasuo,Yone,54.67
mid,master_plus,Yasuo,Zed,54.24
mid,master_plus,Yasuo,Zoe,46.38
